ACCESSION_NUMBER	CIK	REGISTRANT_NAME	FILE_NUM	LEI	ADDRESS1	ADDRESS2	CITY	STATE	COUNTRY	ZIP	PHONE
0000940400-26-012526	0000822977	Goldman Sachs Trust	811-05349	S2FHCT8U6D2VORP0J605	71 South Wacker Drive		Chicago	US-IL	US	60606	312-655-4400
0000940400-26-012473	0001559109	ETFis Series Trust I	811-22819	5493002CWTVLBPSYFT98	1301 Avenue of the Americas	14th Floor	New York	US-NY	US	10019	1-888-383-0553
0000940400-26-012503	0000741350	Prudential World Fund, Inc.	811-03981	5493003FFF3WYM74WH03	655 Broad Street		Newark	US-NJ	US	07102-4077	1-800-225-1852
0000940400-26-012523	0000822977	Goldman Sachs Trust	811-05349	S2FHCT8U6D2VORP0J605	71 South Wacker Drive		Chicago	US-IL	US	60606	312-655-4400
0000940400-26-012533	0000909994	Old Westbury Funds Inc	811-07912	549300YMRMTWRGXX0W63	103 Bellevue Parkway		Wilmington	US-DE	US	19809	800-607-2200
0000894189-26-011167	0001529390	Cambria ETF Trust	811-22704	254900RHN8DQYNXKZQ96	3300 HIGHLAND AVENUE		MANHATTAN BEACH	US-CA	US	90266	310-606-5555
0000940400-26-012512	0001031661	Third Avenue Trust	811-08039	549300NKE5HKXV94KS04	6 GRAND CENTRAL, 666 3RD AVE	Suite 1040	New York	US-NY	US	10017	800-443-1021
0000940400-26-012578	0001992104	PGIM Rock ETF Trust	811-23901	52990099V6I8LAKJK031	655 BROAD ST		NEWARK	US-NJ	US	07102-4077	888-247-8090
0000940400-26-012540	0000909994	Old Westbury Funds Inc	811-07912	549300YMRMTWRGXX0W63	103 Bellevue Parkway		Wilmington	US-DE	US	19809	800-607-2200
0000940400-26-012538	0000822977	Goldman Sachs Trust	811-05349	S2FHCT8U6D2VORP0J605	71 South Wacker Drive		Chicago	US-IL	US	60606	312-655-4400
0000940400-26-007108	0000877880	SIT MUTUAL FUNDS INC	811-06373	254900G3NOOZ0B3T2Q46	80 S. Eighth Street	Suite 3300	Minneapolis	US-MN	US	55402	612-332-3223
0000940400-26-007134	0001479026	Goldman Sachs ETF Trust	811-23013	549300VEZF7K2ES5WL82	200 West Street		New York	US-NY	US	10282	312-655-4400
0000940400-26-002177	0001667919	First Trust Exchange-Traded Fund VIII	811-23147	549300NT36PJKGP5Y765	120 East Liberty Drive	Suite 400	Wheaton	US-IL	US	60187	630-765-8000
0000940400-26-002197	0001667919	First Trust Exchange-Traded Fund VIII	811-23147	549300NT36PJKGP5Y765	120 East Liberty Drive	Suite 400	Wheaton	US-IL	US	60187	630-765-8000
0000940400-26-002201	0001667919	First Trust Exchange-Traded Fund VIII	811-23147	549300NT36PJKGP5Y765	120 East Liberty Drive	Suite 400	Wheaton	US-IL	US	60187	630-765-8000
0001410368-26-007357	0000044402	NEUBERGER BERMAN EQUITY FUNDS	811-00582	5493007JOB1812PHXG23	1290 AVENUE OF THE AMERICAS		NEW YORK	US-NY	US	10104	212-476-8800
0001410368-26-007354	0000044402	NEUBERGER BERMAN EQUITY FUNDS	811-00582	5493007JOB1812PHXG23	1290 AVENUE OF THE AMERICAS		NEW YORK	US-NY	US	10104	212-476-8800
0001410368-26-007363	0000044402	NEUBERGER BERMAN EQUITY FUNDS	811-00582	5493007JOB1812PHXG23	1290 AVENUE OF THE AMERICAS		NEW YORK	US-NY	US	10104	212-476-8800
0001410368-26-007359	0001506001	Neuberger Berman ETF Trust	811-23761	549300GPREY1N686GS02	1290 AVENUE OF THE AMERICAS		NEW YORK	US-NY	US	10104	877-628-2583
0000940400-26-002196	0001667919	First Trust Exchange-Traded Fund VIII	811-23147	549300NT36PJKGP5Y765	120 East Liberty Drive	Suite 400	Wheaton	US-IL	US	60187	630-765-8000
0001410368-26-007364	0001506001	Neuberger Berman ETF Trust	811-23761	549300GPREY1N686GS02	1290 AVENUE OF THE AMERICAS		NEW YORK	US-NY	US	10104	877-628-2583
0001410368-26-007362	0001506001	Neuberger Berman ETF Trust	811-23761	549300GPREY1N686GS02	1290 AVENUE OF THE AMERICAS		NEW YORK	US-NY	US	10104	877-628-2583
0001410368-26-007366	0000044402	NEUBERGER BERMAN EQUITY FUNDS	811-00582	5493007JOB1812PHXG23	1290 AVENUE OF THE AMERICAS		NEW YORK	US-NY	US	10104	212-476-8800
0001410368-26-007365	0001506001	Neuberger Berman ETF Trust	811-23761	549300GPREY1N686GS02	1290 AVENUE OF THE AMERICAS		NEW YORK	US-NY	US	10104	877-628-2583
0001410368-26-007375	0000044402	NEUBERGER BERMAN EQUITY FUNDS	811-00582	5493007JOB1812PHXG23	1290 AVENUE OF THE AMERICAS		NEW YORK	US-NY	US	10104	212-476-8800
0001410368-26-007368	0000044402	NEUBERGER BERMAN EQUITY FUNDS	811-00582	5493007JOB1812PHXG23	1290 AVENUE OF THE AMERICAS		NEW YORK	US-NY	US	10104	212-476-8800
0001410368-26-007374	0000044402	NEUBERGER BERMAN EQUITY FUNDS	811-00582	5493007JOB1812PHXG23	1290 AVENUE OF THE AMERICAS		NEW YORK	US-NY	US	10104	212-476-8800
0000940400-26-002277	0001111565	BNY MELLON FUNDS TRUST	811-09903	549300HDJ28GEP2W5P96	240 Greenwich Street		New York	US-NY	US	10286	212-922-6400
0000940400-26-002301	0001667919	First Trust Exchange-Traded Fund VIII	811-23147	549300NT36PJKGP5Y765	120 East Liberty Drive	Suite 400	Wheaton	US-IL	US	60187	630-765-8000
0000940400-26-002310	0001417802	Voya Infrastructure, Industrials & Materials Fund	811-22144	CDDOXZNDBE7I8PJXIJ33	7337 East Doubletree Ranch Road	Suite 100	Scottsdale	US-AZ	US	85258-2034	1-800-992-0180
0000940400-26-002307	0001667919	First Trust Exchange-Traded Fund VIII	811-23147	549300NT36PJKGP5Y765	120 East Liberty Drive	Suite 400	Wheaton	US-IL	US	60187	630-765-8000
0000940400-26-002315	0001995568	Voya Enhanced Securitized Income Fund	811-23903	2549007PPC2K5EPGRW51	7337 East Doubletree Ranch Road	Suite 100	Scottsdale	US-AZ	US	85258	1-800-992-0180
0000910472-26-000404	0001873280	Strategic Trust	811-23723	549300DBTMGXJIJI8N21	7887 East Belleview Ave.	Suite 1100	Denver	US-CO	US	80111	303-499-1959
0001193125-26-022252	0001587982	INVESTMENT MANAGERS SERIES TRUST II	811-22894	549300SU7ER9OFETRU41	235 WEST GALENA STREET		MILWAUKEE 	US-WI	US	532123948	4142992000
0000894189-26-004648	0001633061	Amplify ETF Trust	811-23108	5493006EMX6222CPWJ71	3333 Warrenville Road	Suite 350	Lisle	US-IL	US	60532	855-267-3837
0000894189-26-004657	0001633061	Amplify ETF Trust	811-23108	5493006EMX6222CPWJ71	3333 Warrenville Road	Suite 350	Lisle	US-IL	US	60532	855-267-3837
0000894189-26-004668	0001633061	Amplify ETF Trust	811-23108	5493006EMX6222CPWJ71	3333 Warrenville Road	Suite 350	Lisle	US-IL	US	60532	855-267-3837
0000894189-26-004665	0001633061	Amplify ETF Trust	811-23108	5493006EMX6222CPWJ71	3333 Warrenville Road	Suite 350	Lisle	US-IL	US	60532	855-267-3837
0000940400-26-007885	0000799295	BNY Mellon Investment Funds I	811-04813	5493000M3XIJVKIWWS65	240 Greenwich Street		New York	US-NY	US	10286	212-922-6400
0000940400-26-007867	0001057861	BNY Mellon High Yield Strategies Fund	811-08703	RH2DL1HWBBECVFYQNK56	240 Greenwich Street		New York	US-NY	US	10286	212-922-6400
0000940400-26-007873	0002042316	Victory Portfolios IV	811-24019	25490054DPU07WNNLY79	15935 LA CANTERA PARKWAY		SAN ANTONIO	US-TX	US	78256	210-697-3624
0000894189-26-004677	0001014913	MFG Funds, Inc.	811-07685	549300TMAADQMXZCXG08	999 Oakmont Plaza Drive	Suite 600	Westmont	US-IL	US	60559	847-509-9860
0000940400-26-007883	0000822977	Goldman Sachs Trust	811-05349	S2FHCT8U6D2VORP0J605	71 South Wacker Drive		Chicago	US-IL	US	60606	312-655-4400
0000894189-26-004667	0001633061	Amplify ETF Trust	811-23108	5493006EMX6222CPWJ71	3333 Warrenville Road	Suite 350	Lisle	US-IL	US	60532	855-267-3837
0000940400-26-007890	0000822977	Goldman Sachs Trust	811-05349	S2FHCT8U6D2VORP0J605	71 South Wacker Drive		Chicago	US-IL	US	60606	312-655-4400
0001410368-26-018072	0001572661	Principal Exchange-Traded Funds	811-23029	549300AG76V5U32HWF10	711 High Street		DES MOINES	US-IA	US	50392	515-235-1719
0001410368-26-018078	0001572661	Principal Exchange-Traded Funds	811-23029	549300AG76V5U32HWF10	711 High Street		DES MOINES	US-IA	US	50392	515-235-1719
0001410368-26-018073	0001572661	Principal Exchange-Traded Funds	811-23029	549300AG76V5U32HWF10	711 High Street		DES MOINES	US-IA	US	50392	515-235-1719
0001410368-26-018080	0001572661	Principal Exchange-Traded Funds	811-23029	549300AG76V5U32HWF10	711 High Street		DES MOINES	US-IA	US	50392	515-235-1719
0001936157-26-000055	0001936157	Elevation Series Trust	811-23812	549300QVQ3VLO2G2BM75	1700 Broadway Suite 2100		Denver	US-CO	US	80290	8775249155
0000940400-26-007888	0001388485	FundVantage Trust	811-22027	549300C6U7XKIL1IY249	103 Bellevue Parkway		Wilmington	US-DE	US	19809	856-528-3500
0001410368-26-018081	0001572661	Principal Exchange-Traded Funds	811-23029	549300AG76V5U32HWF10	711 High Street		DES MOINES	US-IA	US	50392	515-235-1719
0001936157-26-000057	0001936157	Elevation Series Trust	811-23812	549300QVQ3VLO2G2BM75	1700 Broadway Suite 2100		Denver	US-CO	US	80290	8775249155
0001410368-26-018075	0001572661	Principal Exchange-Traded Funds	811-23029	549300AG76V5U32HWF10	711 High Street		DES MOINES	US-IA	US	50392	515-235-1719
0001936157-26-000065	0001936157	Elevation Series Trust	811-23812	549300QVQ3VLO2G2BM75	1700 Broadway Suite 2100		Denver	US-CO	US	80290	8775249155
0001936157-26-000052	0001936157	Elevation Series Trust	811-23812	549300QVQ3VLO2G2BM75	1700 Broadway Suite 2100		Denver	US-CO	US	80290	8775249155
0000894189-26-006971	0001771146	ETF Opportunities Trust	811-23439	549300FWST5041130Z58	8730 Stony Point Parkway	Suite 205	Richmond	US-VA	US	23235	804-267-7400
0000202032-26-000076	0000202032	AIM Growth Series (Invesco Growth Series)	811-02699	EHBZ0YMC2UFRMDIU6731	11 Greenway Plaza	Suite 1000	Houston	US-TX	US	77046-1173	800-959-4246
0001099263-26-002976	0000810893	PIMCO Funds	811-05028	5493003B5Y5GR0Y25Y76	650 Newport Center Drive		Newport Beach	US-CA	US	92660	(888) 877-4626
0001099263-26-003095	0001479360	PIMCO Equity Series	811-22375	549300ZSNZVZHKC5OG19	650 Newport Center Drive		Newport Beach	US-CA	US	92660	(888) 877-4626
0000926877-26-000085	0001904800	Destiny Alternative Fund (TEI) LLC	811-23814	549300MIGBLJ2YWXKS26	235 West Galena Street		Milwaukee	US-WI	US	53212	414-299-2270
0000926877-26-000084	0001970466	First Trust Hedged Strategies Fund	811-23857	5493000CFSNV8PM4PD85	235 West Galena Street		Milwaukee	US-WI	US	53212	414-299-2270
0000926877-26-000102	0001912938	First Trust Private Assets Fund	811-23791	5493007PT5U10GXVN702	235 West Galena Street		Milwaukee	US-WI	US	53212	414-299-2270
0000894189-26-007870	0001650149	Series Portfolios Trust	811-23084	5493008VNHP5UNYJ3713	615 East Michigan Street		Milwaukee	US-WI	US	53202	414-765-6047
0001410368-26-026281	0000357298	PERMANENT PORTFOLIO FAMILY OF FUNDS	811-03379	5493002D7HL9TL3C1F60	600 MONTGOMERY STREET	SUITE 4100	SAN FRANCISCO	US-CA	US	94111	415-398-8000
0001410368-26-026287	0000926243	COMMERCE FUNDS	811-08598	5493008VDCPHK1O3IK55	1000 Walnut Street, Suite 1580		KANSAS CITY	US-MO	US	64106-1809	1-800-995-6365
0001410368-26-026290	0000926243	COMMERCE FUNDS	811-08598	5493008VDCPHK1O3IK55	1000 Walnut Street, Suite 1580		KANSAS CITY	US-MO	US	64106-1809	1-800-995-6365
0001410368-26-026289	0000926243	COMMERCE FUNDS	811-08598	5493008VDCPHK1O3IK55	1000 Walnut Street, Suite 1580		KANSAS CITY	US-MO	US	64106-1809	1-800-995-6365
0000894189-26-007973	0001604813	Abacus FCF ETF Trust	811-22995	549300GRT204D6PN7T64	2101 Park Center Drive	Suite 290	Orlando	US-FL	US	32835	212-217-2597
0001410368-26-026291	0000926243	COMMERCE FUNDS	811-08598	5493008VDCPHK1O3IK55	1000 Walnut Street, Suite 1580		KANSAS CITY	US-MO	US	64106-1809	1-800-995-6365
0002071691-26-005863	0001048702	Nationwide Mutual Funds	811-08495	549300NXDT8MH8Z3PQ44	One Nationwide Plaza	Mail Code 1-18-102	Columbus	US-OH	US	43215	614-435-3820
0002071691-26-005872	0001048702	Nationwide Mutual Funds	811-08495	549300NXDT8MH8Z3PQ44	One Nationwide Plaza	Mail Code 1-18-102	Columbus	US-OH	US	43215	614-435-3820
0002071691-26-005874	0001048702	Nationwide Mutual Funds	811-08495	549300NXDT8MH8Z3PQ44	One Nationwide Plaza	Mail Code 1-18-102	Columbus	US-OH	US	43215	614-435-3820
0002071691-26-005873	0001048702	Nationwide Mutual Funds	811-08495	549300NXDT8MH8Z3PQ44	One Nationwide Plaza	Mail Code 1-18-102	Columbus	US-OH	US	43215	614-435-3820
0002071691-26-005876	0001048702	Nationwide Mutual Funds	811-08495	549300NXDT8MH8Z3PQ44	One Nationwide Plaza	Mail Code 1-18-102	Columbus	US-OH	US	43215	614-435-3820
0002071691-26-005879	0001048702	Nationwide Mutual Funds	811-08495	549300NXDT8MH8Z3PQ44	One Nationwide Plaza	Mail Code 1-18-102	Columbus	US-OH	US	43215	614-435-3820
0002048251-26-002350	0001807333	Wilshire Private Assets Master Fund	811-23607	549300G16JRWI5O36637	ONE FREEDOM VALLEY DRIVE		OAKS	US-PA	US	19456	6106761000
0000035402-26-001247	0001303459	Fidelity Central Investment Portfolios LLC	811-21667	S2V1M15I679NQK6BNY65	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001193125-26-074364	0001587982	INVESTMENT MANAGERS SERIES TRUST II	811-22894	549300SU7ER9OFETRU41	235 WEST GALENA STREET		MILWAUKEE 	US-WI	US	532123948	4142992000
0001193125-26-074367	0001587982	INVESTMENT MANAGERS SERIES TRUST II	811-22894	549300SU7ER9OFETRU41	235 WEST GALENA STREET		MILWAUKEE 	US-WI	US	532123948	4142992000
0001193125-26-074352	0001587982	INVESTMENT MANAGERS SERIES TRUST II	811-22894	549300SU7ER9OFETRU41	235 WEST GALENA STREET		MILWAUKEE 	US-WI	US	532123948	4142992000
0001193125-26-074371	0001587982	INVESTMENT MANAGERS SERIES TRUST II	811-22894	549300SU7ER9OFETRU41	235 WEST GALENA STREET		MILWAUKEE 	US-WI	US	532123948	4142992000
0001410368-26-018313	0001653463	Bernstein Fund Inc	811-23100	549300BSKYB4K1O0CM24	ALLIANCEBERNSTEIN LP	66 Hudson Boulevard East	NEW YORK	US-NY	US	10001	212-969-1000
0001410368-26-018317	0001653463	Bernstein Fund Inc	811-23100	549300BSKYB4K1O0CM24	ALLIANCEBERNSTEIN LP	66 Hudson Boulevard East	NEW YORK	US-NY	US	10001	212-969-1000
0001410368-26-018303	0000081443	AB CAP FUND, INC.	811-01716	549300I24E20QB4B6Y20	ALLIANCEBERNSTEIN LP	66 Hudson Boulevard East	NEW YORK	US-NY	US	10001	212-969-1000
0001410368-26-018321	0000081443	AB CAP FUND, INC.	811-01716	549300I24E20QB4B6Y20	ALLIANCEBERNSTEIN LP	66 Hudson Boulevard East	NEW YORK	US-NY	US	10001	212-969-1000
0000894189-26-005454	0001959372	Aristotle Fund Series Trust	811-23850	549300FDPZVU0VTJQB52	11000 Santa Monica Blvd	Suite 1700	Los Angeles	US-CA	US	90025	3104784005
0000894189-26-005458	0001959372	Aristotle Fund Series Trust	811-23850	549300FDPZVU0VTJQB52	11000 Santa Monica Blvd	Suite 1700	Los Angeles	US-CA	US	90025	3104784005
0000894189-26-005462	0001959372	Aristotle Fund Series Trust	811-23850	549300FDPZVU0VTJQB52	11000 Santa Monica Blvd	Suite 1700	Los Angeles	US-CA	US	90025	3104784005
0000894189-26-005457	0001959372	Aristotle Fund Series Trust	811-23850	549300FDPZVU0VTJQB52	11000 Santa Monica Blvd	Suite 1700	Los Angeles	US-CA	US	90025	3104784005
0000894189-26-005459	0001959372	Aristotle Fund Series Trust	811-23850	549300FDPZVU0VTJQB52	11000 Santa Monica Blvd	Suite 1700	Los Angeles	US-CA	US	90025	3104784005
0001410368-26-018320	0000832808	BERNSTEIN SANFORD C FUND INC	811-05555	549300GA5IHQHIM7CU60	ALLIANCEBERNSTEIN LP	66 Hudson Boulevard East	NEW YORK	US-NY	US	10001	212-969-1000
0001410368-26-018368	0001981627	GMO ETF Trust	811-23895	5299001GULBDPKO8HM33	53 State Street, 33rd Floor		BOSTON	US-MA	US	02109	617-346-7646
0001410368-26-018365	0002012326	AB CarVal Credit Opportunities Fund	811-23939	254900V0R3INW1YLHG61	1601 Utica Avenue South	Suite 1000	Minneapolis	US-MN	US	55416	952-444-4780
0001410368-26-018374	0001981627	GMO ETF Trust	811-23895	5299001GULBDPKO8HM33	53 State Street, 33rd Floor		BOSTON	US-MA	US	02109	617-346-7646
0000910472-26-002737	0002039471	Ardian Access LLC	811-24006	529900BIL0UUNRFJ8B19	1370 Avenue of the Americas		New York	US-NY	US	10019	415-315-6327
0000894189-26-005472	0001959372	Aristotle Fund Series Trust	811-23850	549300FDPZVU0VTJQB52	11000 Santa Monica Blvd	Suite 1700	Los Angeles	US-CA	US	90025	3104784005
0001410368-26-018373	0001981627	GMO ETF Trust	811-23895	5299001GULBDPKO8HM33	53 State Street, 33rd Floor		BOSTON	US-MA	US	02109	617-346-7646
0000910472-26-002745	0001314414	Northern Lights Fund Trust	811-21720	549300BSYF57GRCG4861	225 PICTORIA DRIVE	SUITE 450	CINCINNATI	US-OH	US	45246	631-470-2600
0001004726-26-002360	0000908695	Victory Portfolios III	811-07852	549300WIDR2J6W1Y9S11	15935 La Cantera Pkwy Building Two		San Antonio	US-TX	US	78256	800-235-8396
0001004726-26-002260	0001506213	Strategy Shares	811-22497	254900WXTP9YGQC7P376	2960 NORTH MERIDIAN STREET SUITE: 300		INDIANAPOLIS	US-IN	US	46208	855-477-3837
0001004726-26-002263	0001506213	Strategy Shares	811-22497	254900WXTP9YGQC7P376	2960 NORTH MERIDIAN STREET SUITE: 300		INDIANAPOLIS	US-IN	US	46208	855-477-3837
0001004726-26-002364	0000908695	Victory Portfolios III	811-07852	549300WIDR2J6W1Y9S11	15935 La Cantera Pkwy Building Two		San Antonio	US-TX	US	78256	800-235-8396
0001410368-26-032768	0001330967	MFS SERIES TRUST XII	811-21780	549300VVIIPRJRW6FR46	111 HUNTINGTON AVENUE		BOSTON	US-MA	US	02199	617-954-5000
0001004726-26-002352	0000908695	Victory Portfolios III	811-07852	549300WIDR2J6W1Y9S11	15935 La Cantera Pkwy Building Two		San Antonio	US-TX	US	78256	800-235-8396
0001004726-26-002266	0001506213	Strategy Shares	811-22497	254900WXTP9YGQC7P376	2960 NORTH MERIDIAN STREET SUITE: 300		INDIANAPOLIS	US-IN	US	46208	855-477-3837
0001004726-26-002370	0000908695	Victory Portfolios III	811-07852	549300WIDR2J6W1Y9S11	15935 La Cantera Pkwy Building Two		San Antonio	US-TX	US	78256	800-235-8396
0002066578-26-001120	0001498498	Ashmore Funds	811-22468	549300JIZK4U03Q64E73	61 Aldwych		London		GB	WC2B 4AE	011-44-20-3206-4500
0001004726-26-002353	0000908695	Victory Portfolios III	811-07852	549300WIDR2J6W1Y9S11	15935 La Cantera Pkwy Building Two		San Antonio	US-TX	US	78256	800-235-8396
0001004726-26-002362	0000908695	Victory Portfolios III	811-07852	549300WIDR2J6W1Y9S11	15935 La Cantera Pkwy Building Two		San Antonio	US-TX	US	78256	800-235-8396
0001004726-26-002363	0000908695	Victory Portfolios III	811-07852	549300WIDR2J6W1Y9S11	15935 La Cantera Pkwy Building Two		San Antonio	US-TX	US	78256	800-235-8396
0001004726-26-002366	0000908695	Victory Portfolios III	811-07852	549300WIDR2J6W1Y9S11	15935 La Cantera Pkwy Building Two		San Antonio	US-TX	US	78256	800-235-8396
0001004726-26-002372	0000908695	Victory Portfolios III	811-07852	549300WIDR2J6W1Y9S11	15935 La Cantera Pkwy Building Two		San Antonio	US-TX	US	78256	800-235-8396
0001004726-26-002371	0000908695	Victory Portfolios III	811-07852	549300WIDR2J6W1Y9S11	15935 La Cantera Pkwy Building Two		San Antonio	US-TX	US	78256	800-235-8396
0001410368-26-032973	0000861929	DIMENSIONAL INVESTMENT GROUP INC	811-06067	549300HU43AV2FC6L876	6300 BEE CAVE ROAD	BUILDING ONE	AUSTIN	US-TX	US	78746	512-306-7400
0001410368-26-032979	0000896162	DFA INVESTMENT TRUST CO	811-07436	549300FSKWEXKF6YBM56	6300 BEE CAVE ROAD	BUILDING ONE	AUSTIN	US-TX	US	78746	512-306-7400
0001410368-26-032971	0000896162	DFA INVESTMENT TRUST CO	811-07436	549300FSKWEXKF6YBM56	6300 BEE CAVE ROAD	BUILDING ONE	AUSTIN	US-TX	US	78746	512-306-7400
0002000324-26-001179	0001722388	Tidal Trust III	811-23312	254900O7GV43AAUCM784	234 West Florida Street	Suite 700	Milwaukee	US-WI	US	53204	8449867676
0001410368-26-032985	0000355437	DFA INVESTMENT DIMENSIONS GROUP INC	811-03258	549300XGRTBJCE41BD26	6300 BEE CAVE ROAD	BUILDING ONE	AUSTIN	US-TX	US	78746	512-306-7400
0001410368-26-032978	0000896162	DFA INVESTMENT TRUST CO	811-07436	549300FSKWEXKF6YBM56	6300 BEE CAVE ROAD	BUILDING ONE	AUSTIN	US-TX	US	78746	512-306-7400
0002071691-26-007389	0000906352	First Eagle Funds	811-07762	549300FE2F4XF7FZN136	1345 Avenue of the Americas		New York	US-NY	US	10105	800-334-2143
0001410368-26-032981	0000355437	DFA INVESTMENT DIMENSIONS GROUP INC	811-03258	549300XGRTBJCE41BD26	6300 BEE CAVE ROAD	BUILDING ONE	AUSTIN	US-TX	US	78746	512-306-7400
0000940400-26-007247	0000764624	Legg Mason Partners Income Trust	811-04254	549300Y1U2UCLTK83X35	620 Eighth Avenue	47th Floor	New York	US-NY	US	10018	1-877-656-3863
0001099263-26-003695	0000313212	T. ROWE PRICE INTERNATIONAL FUNDS, INC.	811-02958	549300O4BT3AMY6OUC26	1307 Point Street		Baltimore	US-MD	US	21231	410-345-2000
0001099263-26-003713	0000852254	T. ROWE PRICE GLOBAL FUNDS, INC.	811-05833	5493007HG7742XS78J80	1307 Point Street		Baltimore	US-MD	US	21231	410-345-2000
0001099263-26-003711	0000313212	T. ROWE PRICE INTERNATIONAL FUNDS, INC.	811-02958	549300O4BT3AMY6OUC26	1307 Point Street		Baltimore	US-MD	US	21231	410-345-2000
0001099263-26-003715	0000912029	T. ROWE PRICE SUMMIT MUNICIPAL FUNDS, INC.	811-07095	549300S84WGKQCATYO76	1307 Point Street		Baltimore	US-MD	US	21231	410-345-2000
0001099263-26-003720	0001795351	T. Rowe Price Exchange-Traded Funds, Inc.	811-23494	549300XZPUK24E1UMH17	1307 Point Street		Baltimore	US-MD	US	21231	410-345-2000
0001099263-26-003722	0001795351	T. Rowe Price Exchange-Traded Funds, Inc.	811-23494	549300XZPUK24E1UMH17	1307 Point Street		Baltimore	US-MD	US	21231	410-345-2000
0001099263-26-003716	0001120924	T. ROWE PRICE QM U.S. BOND INDEX FUND, INC.	811-10093	549300527OEH1B08TY97	1307 Point Street		Baltimore	US-MD	US	21231	410-345-2000
0001410368-26-033929	0000898031	LORD ABBETT SECURITIES TRUST	811-07538	5493002HV0D15KTWO412	30 HUDSON STREET		JERSEY CITY	US-NJ	US	07302	201-827-2000
0001099263-26-003718	0001571768	T. ROWE PRICE GLOBAL ALLOCATION FUND, INC.	811-22810	549300O7QCU2ZLFB3659	1307 Point Street		Baltimore	US-MD	US	21231	410-345-2000
0001410368-26-033935	0000898031	LORD ABBETT SECURITIES TRUST	811-07538	5493002HV0D15KTWO412	30 HUDSON STREET		JERSEY CITY	US-NJ	US	07302	201-827-2000
